Movie Title,Domestic Revenue ($),Genre,Leading Actor,Supporting Actor,Film Rating,Release Date,Miami Revenue ($),Chicago Revenue ($),Houston Revenue ($),Phoenix Revenue ($),Los Angeles Revenue ($),New York Revenue ($),Seattle Revenue ($),Chicago Temperature,Houston Temperature,Los Angeles Temperature,Miami Temperature,New York Temperature,Phoenix Temperature,Seattle Temperature,Chicago Weather Description,Houston Weather Description,Los Angeles Weather Description,Miami Weather Description,New York Weather Description,Phoenix Weather Description,Seattle Weather Description
Catwoman,40202379,Action,Halle Berry,Sharon Stone,PG-13,2004-07-22,"$16,218.87","$114,699.05","$87,798.33","$62,248.64","$157,626.47","$339,723.60","$25,732.62",78.3408,81.85083333333334,77.01083333333334,81.31666666666666,78.5484,99.99708333333332,67.69125,moderate rain,scattered clouds,sky is clear,overcast clouds,few clouds,scattered clouds,sky is clear
Cellular,32003620,Action,Kim Basinger,Chris Evans,PG-13,2004-09-10,"$12,911.24","$91,307.65","$69,892.99","$49,553.83","$125,480.57","$270,441.33","$20,484.78",66.51625,79.58041666666666,82.27291666666666,82.354,72.97125,93.72291666666666,60.651666666666664,sky is clear,few clouds,few clouds,scattered clouds,overcast clouds,scattered clouds,scattered clouds
Central Intelligence,127440871,Action,Dwayne Johnson,Kevin Hart,PG-13,2016-06-15,"$51,413.55","$363,594.08","$278,319.23","$197,327.16","$499,673.27","$1,076,918.15","$81,571.98",73.86777777777777,86.71499999999999,65.77916666666667,84.87807692307692,73.51166666666667,88.28958333333333,53.54833333333334,broken clouds,scattered clouds,broken clouds,sky is clear,sky is clear,sky is clear,moderate rain
Changeling,35739802,Biography,Angelina Jolie,Colm Feore,R,2008-10-24,"$14,418.53","$101,967.13","$78,052.47","$55,338.87","$140,129.49","$302,013.33","$22,876.23",52.37230769230769,57.482499999999995,73.73958333333333,77.6832,47.940416666666664,69.47166666666666,46.509166666666665,overcast clouds,few clouds,sky is clear,moderate rain,sky is clear,sky is clear,sky is clear
Chappie,31569268,Action,Sharlto Copley,Dev Patel,R,2015-03-04,"$12,736.01","$90,068.43","$68,944.40","$48,881.29","$123,777.55","$266,770.91","$20,206.77",25.494583333333335,72.37708333333333,58.51875,76.52374999999999,37.8428125,56.084583333333335,41.43,overcast clouds,broken clouds,sky is clear,scattered clouds,light snow,scattered clouds,few clouds
Charlie's Angels,125305545,Action,Cameron Diaz,Drew Barrymore,PG-13,2000-11-03,"$50,552.09","$357,501.91","$273,655.88","$194,020.86","$491,301.03","$1,058,873.93","$80,205.21",54.20458333333334,74.119,62.65833333333333,72.90458333333333,53.076249999999995,59.775,49.68541666666667,few clouds,overcast clouds,sky is clear,scattered clouds,scattered clouds,overcast clouds,broken clouds
Charlie's Angels: Full Throttle,100830111,Action,Drew Barrymore,Lucy Liu,PG-13,2003-06-26,"$40,677.95","$287,672.48","$220,203.76","$156,123.54","$395,337.15","$852,048.29","$64,539.04",74.97625000000001,82.96875,77.3975,80.6816,83.60791666666667,91.98875,65.44625,overcast clouds,broken clouds,sky is clear,scattered clouds,sky is clear,sky is clear,few clouds
Chicago,170687518,Comedy,Renée Zellweger,Catherine Zeta-Jones,PG-13,2002-02-26,"$68,860.57","$486,978.56","$372,765.97","$264,289.49","$669,235.77","$1,442,366.83","$109,253.17",28.42388888888889,47.67916666666667,66.68583333333333,69.03291666666667,47.32555555555555,64.13333333333334,40.03958333333333,light snow,broken clouds,sky is clear,scattered clouds,broken clouds,sky is clear,overcast clouds
City by the Sea,22449000,Crime,Robert De Niro,James Franco,R,2002-09-06,"$9,050.53","$64,004.89","$48,993.62","$34,736.27","$87,959.44","$189,574.11","$14,359.43",72.63708333333334,77.19333333333334,77.50375,80.49249999999999,68.90333333333334,95.21041666666667,58.16083333333333,sky is clear,scattered clouds,sky is clear,light rain,sky is clear,overcast clouds,few clouds
Close Your Eyes,41392,Crime,Goran Visnjic,Paddy Considine,R,2002-04-23,$15.89,$112.36,$86.00,$60.98,$154.41,$332.78,$25.21,42.31541666666667,75.20166666666667,67.11625,78.75750000000001,46.684615384615384,77.0425,45.509166666666665,overcast clouds,broken clouds,sky is clear,scattered clouds,mist,scattered clouds,light rain
Code Name: The Cleaner,8135024,Action,Cedric the Entertainer,Lucy Liu,PG-13,2007-01-05,"$3,269.43","$23,121.24","$17,698.55","$12,548.20","$31,774.63","$68,482.10","$5,187.23",45.54724137931035,57.138461538461534,54.48875,76.37041666666667,58.2928,55.17916666666667,37.96791666666667,moderate rain,overcast clouds,overcast clouds,scattered clouds,sky is clear,sky is clear,broken clouds
Collateral,101005703,Crime,Tom Cruise,Jamie Foxx,R,2004-08-05,"$40,748.79","$288,173.45","$220,587.24","$156,395.42","$396,025.62","$853,532.10","$64,651.44",68.11625,86.05291666666666,73.43291666666666,80.83038461538462,72.7462962962963,94.81166666666668,63.05916666666667,scattered clouds,few clouds,sky is clear,overcast clouds,overcast clouds,scattered clouds,broken clouds
Confessions of a Dangerous Mind,16007718,Biography,Sam Rockwell,Drew Barrymore,R,2002-12-31,"$6,456.33","$45,658.86","$34,950.35","$24,779.65","$62,747.21","$135,235.59","$10,243.52",36.61375,57.434285714285714,53.82666666666666,75.30083333333333,42.52884615384615,48.74541666666667,43.48208333333333,broken clouds,overcast clouds,sky is clear,scattered clouds,broken clouds,few clouds,overcast clouds
Confidence,12251640,Crime,Edward Burns,Dustin Hoffman,R,2003-04-25,"$4,926.86","$34,842.53","$26,670.80","$18,909.49","$47,882.74","$103,199.02","$7,816.89",48.00791666666667,75.19571428571429,59.95166666666666,78.26458333333333,53.50458333333333,73.43625,46.60791666666666,sky is clear,sky is clear,sky is clear,overcast clouds,few clouds,sky is clear,overcast clouds
Connie and Carla,8085771,Comedy,Nia Vardalos,Toni Collette,PG-13,2004-04-16,"$3,249.34","$22,979.19","$17,589.81","$12,471.10","$31,579.42","$68,061.37","$5,155.36",61.3975,67.16250000000001,62.67291666666667,68.69833333333334,50.8425,77.38625,49.57749999999999,overcast clouds,scattered clouds,sky is clear,few clouds,sky is clear,sky is clear,light rain
Contraband,66528000,Action,Mark Wahlberg,Giovanni Ribisi,R,2012-01-12,"$26,839.43","$189,807.14","$145,291.08","$103,010.76","$260,844.60","$562,183.94","$42,583.05",34.41851851851852,51.377916666666664,62.20249999999999,71.78333333333333,43.9665625,53.638749999999995,34.8975,broken clouds,sky is clear,overcast clouds,overcast clouds,broken clouds,scattered clouds,sky is clear
Cop Out,44875481,Action,Bruce Willis,Tracy Morgan,R,2010-02-26,"$18,104.14","$128,031.61","$98,003.96","$69,484.39","$175,948.88","$379,212.88","$28,723.77",23.63083333333333,57.060833333333335,61.60125,56.12958333333333,29.88891304347826,59.81583333333333,48.82,few clouds,scattered clouds,sky is clear,sky is clear,light snow,scattered clouds,overcast clouds
Cradle 2 the Grave,34712347,Action,Jet Li,DMX,R,2003-02-28,"$14,004.02","$99,035.76","$75,808.60","$53,747.98","$136,101.01","$293,330.99","$22,218.58",23.813333333333333,47.8536,53.82416666666666,75.83814814814815,30.69666666666667,52.80458333333333,43.6325,few clouds,overcast clouds,few clouds,sky is clear,overcast clouds,scattered clouds,sky is clear
Crank,27838408,Action,Jason Statham,Amy Smart,R,2006-08-31,"$11,227.42","$79,399.78","$60,777.91","$43,091.28","$109,116.05","$235,171.78","$17,813.26",67.46541666666667,80.79625,79.0625,82.25291666666666,67.01375,92.56916666666666,59.01083333333333,scattered clouds,scattered clouds,sky is clear,moderate rain,overcast clouds,scattered clouds,broken clouds
Crash,54580300,Crime,Don Cheadle,Sandra Bullock,R,2004-04-28,"$22,019.36","$155,719.86","$119,198.40","$84,511.16","$213,999.77","$461,221.86","$34,935.60",56.30708333333333,68.70333333333333,75.10041666666666,74.29405405405406,50.0725,84.63,50.94833333333333,overcast clouds,broken clouds,sky is clear,scattered clouds,broken clouds,scattered clouds,moderate rain
Daredevil,102543518,Action,Ben Affleck,Jennifer Garner,PG-13,2003-02-14,"$41,369.19","$292,560.91","$223,945.69","$158,776.55","$402,055.13","$866,527.17","$65,635.76",23.138333333333335,68.42964285714285,60.044999999999995,69.3225,20.243333333333336,58.47793103448276,48.4275,few clouds,overcast clouds,light rain,scattered clouds,sky is clear,moderate rain,overcast clouds
Dark Blue,9250301,Crime,Kurt Russell,Ving Rhames,R,2002-01-10,"$3,654.92","$25,847.38","$19,785.31","$14,027.70","$35,521.05","$76,556.56","$5,798.83",39.415,65.17999999999999,59.03458333333333,62.50458333333333,41.802083333333336,61.15,45.36375,overcast clouds,scattered clouds,haze,sky is clear,overcast clouds,overcast clouds,overcast clouds
Date Night,98711404,Comedy,Steve Carell,Tina Fey,PG-13,2010-04-08,"$39,823.20","$281,627.72","$215,576.70","$152,842.97","$387,030.08","$834,144.51","$63,182.91",39.279333333333334,61.825,68.27666666666667,75.99166666666666,74.73208333333334,68.11083333333333,45.74791666666667,overcast clouds,light rain,sky is clear,scattered clouds,sky is clear,sky is clear,overcast clouds
Death Wish,34017028,Action,Bruce Willis,Vincent D'Onofrio,R,2018-03-01,"$13,723.51","$97,051.99","$74,290.09","$52,671.36","$133,374.79","$287,455.31","$21,773.52",36.76275862068965,72.89166666666667,54.24458333333333,75.43791666666667,53.50541666666667,52.834583333333335,43.66958333333333,mist,broken clouds,few clouds,sky is clear,sky is clear,scattered clouds,light rain
Death of a President,519086,Crime,Hend Ayoub,Becky Ann Baker,R,2006-10-27,$209.42,"$1,480.97","$1,133.64",$803.74,"$2,035.25","$4,386.45",$332.26,44.96351351351352,70.946875,70.35833333333333,78.82416666666667,43.83625,65.72,54.611250000000005,light rain,heavy intensity rain,sky is clear,scattered clouds,sky is clear,sky is clear,overcast clouds
Death to Smoochy,8364691,Comedy,Robin Williams,Edward Norton,R,2002-03-29,"$3,370.99","$23,839.49","$18,248.34","$12,937.99","$32,761.68","$70,609.44","$5,348.37",39.89290322580646,73.89208333333333,58.657916666666665,75.0025,47.232499999999995,66.0556,45.54791666666667,broken clouds,scattered clouds,scattered clouds,light rain,few clouds,scattered clouds,light rain
Deja Vu,64038616,Action,Denzel Washington,Paula Patton,PG-13,2006-11-22,"$25,835.14","$182,704.82","$139,854.49","$99,156.25","$251,084.16","$541,147.81","$40,989.65",40.42166666666667,51.58291666666667,64.25916666666667,59.11333333333334,42.05875,68.3125,44.5725,scattered clouds,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,light rain
Deliver Us from Evil,30577122,Horror,Eric Bana,Edgar Ramírez,R,2014-07-02,"$12,335.75","$87,237.79","$66,777.64","$47,345.07","$119,887.52","$258,386.95","$19,571.72",66.81208333333333,84.7244,74.8275,82.01461538461538,81.7248,97.32,69.30583333333333,scattered clouds,sky is clear,sky is clear,overcast clouds,sky is clear,scattered clouds,overcast clouds
Derailed,36024076,Crime,Clive Owen,Jennifer Aniston,R,2005-11-11,"$14,533.21","$102,778.18","$78,673.30","$55,779.03","$141,244.07","$304,415.54","$23,058.19",45.23291666666666,70.81708333333333,60.278333333333336,74.59083333333334,43.52875,66.75458333333333,45.720416666666665,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear,scattered clouds,light rain
Despicable Me,251513985,Animation,Steve Carell,Jason Segel,PG,2010-07-08,"$101,468.44","$717,579.81","$549,283.59","$389,439.75","$986,142.15","$2,125,377.62","$160,988.34",78.07148148148147,77.77857142857144,69.51166666666667,83.68416666666667,80.41159999999999,98.155,71.68166666666666,broken clouds,mist,sky is clear,light rain,sky is clear,scattered clouds,sky is clear
Despicable Me 2,368065385,Adventure,Steve Carell,Kristen Wiig,PG,2013-06-20,"$148,487.18","$1,050,094.03","$803,812.22","$569,899.47","$1,443,103.56","$3,110,241.26","$235,587.58",71.33749999999999,85.00120000000001,69.29125,82.28538461538461,70.07708333333333,91.89583333333331,58.99375,few clouds,thunderstorm with light rain,sky is clear,light rain,sky is clear,few clouds,overcast clouds
Despicable Me 3,264624300,Adventure,Steve Carell,Kristen Wiig,PG,2017-06-14,"$106,757.54","$754,984.08","$577,915.33","$409,739.52","$1,037,545.40","$2,236,164.18","$169,379.95",73.08259259259259,83.50375,72.71541666666667,82.88035714285715,77.31111111111112,85.31916666666667,56.16833333333333,broken clouds,few clouds,sky is clear,overcast clouds,sky is clear,sky is clear,overcast clouds
Detroit,16790139,Crime,John Boyega,Anthony Mackie,R,2017-07-28,"$6,773.66","$47,902.96","$36,668.13","$25,997.55","$65,831.19","$141,882.31","$10,746.98",69.71124999999999,87.99,76.15416666666667,86.244,77.15708333333333,93.33041666666666,63.60625,few clouds,light rain,broken clouds,light rain,overcast clouds,broken clouds,scattered clouds
Disturbia,80209692,Crime,Shia LaBeouf,David Morse,PG-13,2007-04-12,"$32,359.04","$228,841.57","$175,170.65","$124,195.25","$314,488.11","$677,798.83","$51,340.39",37.24722222222223,64.75583333333333,61.044999999999995,77.25875,41.4728125,73.78166666666667,48.83541666666667,light rain,sky is clear,overcast clouds,few clouds,overcast clouds,scattered clouds,overcast clouds
Dogville,1535286,Crime,Nicole Kidman,Paul Bettany,R,2003-05-21,$617.40,"$4,366.25","$3,342.22","$2,369.62","$6,000.37","$12,932.28",$979.57,50.05791666666667,78.95458333333333,75.0325,79.85291666666667,59.20847826086957,89.86041666666667,53.45375000000001,few clouds,broken clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,light rain
Domestic Disturbance,45246095,Crime,John Travolta,Nick Loren,PG-13,2001-11-02,"$18,253.66","$129,088.98","$98,813.34","$70,058.24","$177,401.99","$382,344.69","$28,960.99",59.0568,72.47541666666667,65.05375,77.77541666666667,61.568,72.58708333333333,51.27791666666667,light rain,scattered clouds,sky is clear,overcast clouds,broken clouds,sky is clear,overcast clouds
Don't Breathe,89217875,Crime,Stephen Lang,Jane Levy,R,2016-08-25,"$35,993.22","$254,542.29","$194,843.70","$138,143.36","$349,807.62","$753,921.00","$57,106.32",75.57875,83.25884615384615,69.4525,85.19961538461538,77.52666666666667,88.93624999999999,70.3625,broken clouds,broken clouds,sky is clear,proximity thunderstorm,sky is clear,light rain,sky is clear
Dope,17506470,Comedy,Shameik Moore,Tony Revolori,R,2015-06-19,"$7,049.59","$49,854.35","$38,161.86","$27,056.59","$68,512.90","$147,662.07","$11,184.78",58.28916666666667,81.51125,77.19791666666667,83.66250000000001,73.66958333333334,99.91208333333331,62.89000000000001,overcast clouds,few clouds,few clouds,few clouds,overcast clouds,few clouds,broken clouds
Dredd,13414714,Action,Karl Urban,Olivia Thirlby,R,2012-09-07,"$5,411.91","$38,272.73","$29,296.51","$20,771.10","$52,596.74","$113,358.84","$8,586.45",72.7088,86.8,75.02,81.70166666666667,78.36208333333333,83.20041666666667,71.89416666666666,few clouds,sky is clear,sky is clear,broken clouds,sky is clear,broken clouds,sky is clear
Drowning Mona,15506764,Comedy,Danny DeVito,Bette Midler,PG-13,2000-03-03,"$6,223.80","$44,014.42","$33,691.58","$23,887.19","$60,487.31","$130,364.95","$9,874.59",33.479166666666664,69.52161290322582,57.42333333333334,70.50208333333333,39.20791666666667,60.630833333333335,46.423750000000005,few clouds,scattered clouds,few clouds,scattered clouds,scattered clouds,few clouds,broken clouds
Duplicity,40572825,Comedy,Julia Roberts,Clive Owen,PG-13,2009-03-19,"$16,368.32","$115,755.95","$88,607.35","$62,822.24","$159,078.92","$342,853.99","$25,969.74",37.19416666666667,64.1225,65.42999999999999,69.71625,49.01615384615385,72.42625,47.27291666666667,broken clouds,sky is clear,sky is clear,moderate rain,sky is clear,few clouds,overcast clouds
Elektra,24409722,Action,Jennifer Garner,Goran Visnjic,PG-13,2005-01-12,"$9,847.63","$69,641.95","$53,308.61","$37,795.58","$95,706.23","$206,270.35","$15,624.10",38.835,70.32708333333333,51.94541666666667,73.53041666666667,37.3325,52.7768,40.735,mist,broken clouds,few clouds,scattered clouds,mist,heavy intensity rain,broken clouds
Empire,17600423,Crime,John Leguizamo,Peter Sarsgaard,R,2002-12-06,"$7,061.89","$49,941.33","$38,228.44","$27,103.80","$68,632.44","$147,919.70","$11,204.29",21.659583333333337,41.83208333333334,59.73166666666666,75.472,28.540357142857143,57.55875,43.05166666666667,sky is clear,broken clouds,sky is clear,scattered clouds,mist,scattered clouds,broken clouds
End of Watch,41003371,Action,Jake Gyllenhaal,Michael Peña,R,2012-09-20,"$16,542.01","$116,984.31","$89,547.62","$63,488.88","$160,767.01","$346,492.25","$26,245.32",63.535833333333336,77.54958333333333,77.40875,81.93666666666667,61.35458333333333,90.06333333333333,60.28666666666666,scattered clouds,sky is clear,sky is clear,thunderstorm with light rain,sky is clear,few clouds,sky is clear
Enough,40007742,Crime,Jennifer Lopez,Billy Campbell,PG-13,2002-05-24,"$16,140.35","$114,143.74","$87,373.26","$61,947.27","$156,863.33","$338,078.85","$25,608.04",55.4373076923077,74.81791666666666,67.22041666666667,77.51666666666667,66.39458333333333,79.30541666666666,53.19416666666667,overcast clouds,broken clouds,sky is clear,scattered clouds,sky is clear,sky is clear,broken clouds
Exit Wounds,51758599,Action,Steven Seagal,DMX,R,2001-03-16,"$20,881.00","$147,669.43","$113,036.06","$80,142.09","$202,936.37","$437,377.54","$33,129.49",32.721333333333334,55.90708333333333,60.397083333333335,77.985,44.872083333333336,61.45333333333334,42.0975,mist,sky is clear,overcast clouds,overcast clouds,overcast clouds,few clouds,light rain
Extract,10823158,Comedy,Jason Bateman,Kristen Wiig,R,2009-09-04,"$4,362.77","$30,853.32","$23,617.19","$16,744.49","$42,400.52","$91,383.49","$6,921.91",67.75208333333333,80.78791666666667,85.21666666666667,80.1052,71.52624999999999,91.58458333333334,63.68291666666667,sky is clear,light rain,sky is clear,scattered clouds,broken clouds,scattered clouds,overcast clouds
Eye See You,79161,Crime,Sylvester Stallone,Charles S. Dutton,R,2002-01-04,$31.94,$225.85,$172.88,$122.57,$310.38,$668.94,$50.67,25.718333333333337,35.61541666666667,56.95708333333334,52.219166666666666,31.957083333333333,53.57333333333333,46.54375,sky is clear,sky is clear,sky is clear,few clouds,few clouds,overcast clouds,scattered clouds
Fantastic Mr. Fox,21002919,Adventure,George Clooney,Meryl Streep,PG,2009-10-22,"$8,473.22","$59,922.20","$45,868.46","$32,520.54","$82,348.76","$177,481.72","$13,443.49",54.6862962962963,72.06379310344828,69.68875,77.306,62.42875,71.425,51.93833333333333,overcast clouds,light rain,sky is clear,scattered clouds,sky is clear,few clouds,scattered clouds
Fast & Furious,155064265,Action,Vin Diesel,Paul Walker,PG-13,2009-04-02,"$62,557.67","$442,404.77","$338,646.21","$240,098.73","$607,979.74","$1,310,345.10","$99,253.08",44.806666666666665,68.02692307692308,61.6375,78.01958333333333,49.398709677419355,68.27666666666667,44.00791666666667,broken clouds,overcast clouds,sky is clear,few clouds,light rain,scattered clouds,light rain
Fast Five,209837675,Action,Vin Diesel,Paul Walker,PG-13,2011-04-20,"$84,654.94","$598,675.57","$458,266.34","$324,908.90","$822,736.66","$1,773,198.81","$134,312.29",38.59305555555555,80.42708333333333,62.98583333333334,78.66666666666667,49.28875,77.56333333333333,45.26333333333333,light intensity drizzle,sky is clear,sky is clear,scattered clouds,overcast clouds,scattered clouds,scattered clouds
Faster,23240020,Action,Dwayne Johnson,Billy Bob Thornton,R,2010-11-24,"$9,375.74","$66,304.74","$50,754.08","$35,984.43","$91,120.04","$196,385.97","$14,875.40",32.94846153846154,75.74166666666666,53.8725,75.63958333333333,48.843333333333334,54.497083333333336,21.937083333333337,sky is clear,broken clouds,overcast clouds,scattered clouds,sky is clear,overcast clouds,sky is clear
Feardotcom,13258249,Crime,Stephen Dorff,Natascha McElhone,R,2002-08-09,"$5,328.52","$37,683.04","$28,845.12","$20,451.07","$51,786.34","$111,612.23","$8,454.15",72.85666666666667,83.71708333333333,79.46875,80.35000000000001,73.73583333333333,98.16125,66.40666666666667,sky is clear,broken clouds,sky is clear,light rain,sky is clear,scattered clouds,sky is clear
Find Me Guilty,1173643,Biography,Vin Diesel,Peter Dinklage,R,2006-03-17,$473.50,"$3,348.54","$2,563.19","$1,817.29","$4,601.77","$9,917.93",$751.24,32.11192307692308,71.07583333333334,55.17291666666667,71.62375,38.9875,62.46333333333333,42.89458333333334,light snow,broken clouds,overcast clouds,scattered clouds,sky is clear,overcast clouds,light rain
Focus,53862963,Comedy,Will Smith,Margot Robbie,R,2015-02-25,"$21,729.97","$153,673.26","$117,631.80","$83,400.45","$211,187.22","$455,160.12","$34,476.45",21.051666666666662,40.93161290322581,60.51166666666666,72.85791666666667,23.464583333333337,56.51291666666666,47.37041666666667,scattered clouds,overcast clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,overcast clouds
Formula 51,5204007,Action,Samuel L. Jackson,Robert Carlyle,R,2001-12-07,"$2,099.46","$14,847.25","$11,365.08","$8,057.79","$20,404.00","$43,975.61","$3,330.97",43.49791666666667,70.335,61.585,74.46208333333333,56.83125,52.12875,42.70875,sky is clear,broken clouds,scattered clouds,light rain,overcast clouds,few clouds,scattered clouds
Four Brothers,74494381,Action,Mark Wahlberg,Tyrese Gibson,R,2005-08-12,"$30,053.31","$212,535.55","$162,688.93","$115,345.76","$292,079.38","$629,502.53","$47,682.15",77.7268,84.06875000000001,74.37291666666667,84.41833333333334,86.09499999999998,89.25708333333334,63.462916666666665,few clouds,broken clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,overcast clouds
Frailty,13110448,Crime,Bill Paxton,Matthew McConaughey,R,2001-04-12,"$5,286.49","$37,385.76","$28,617.56","$20,289.73","$51,377.81","$110,731.75","$8,387.46",56.36961538461538,74.88322580645162,55.71083333333333,77.19833333333334,49.412222222222226,61.712916666666665,45.134166666666665,moderate rain,light rain,broken clouds,scattered clouds,fog,scattered clouds,scattered clouds
Freedom Writers,36605602,Biography,Hilary Swank,Imelda Staunton,PG-13,2007-01-05,"$14,767.82","$104,437.30","$79,943.29","$56,679.46","$143,524.14","$309,329.63","$23,430.41",45.54724137931035,57.138461538461534,54.48875,76.37041666666667,58.2928,55.17916666666667,37.96791666666667,moderate rain,overcast clouds,overcast clouds,scattered clouds,sky is clear,sky is clear,broken clouds
Frequency,45010278,Crime,Dennis Quaid,Jim Caviezel,PG-13,2000-04-28,"$18,158.52","$128,416.19","$98,298.34","$69,693.11","$176,477.39","$380,351.96","$28,810.05",53.770833333333336,74.43458333333334,66.81208333333333,74.19083333333333,49.4788,85.4975,48.064166666666665,few clouds,few clouds,sky is clear,scattered clouds,overcast clouds,sky is clear,light rain
From Paris with Love,24077427,Action,John Travolta,Jonathan Rhys Meyers,R,2010-02-04,"$9,674.16","$68,415.19","$52,369.57","$37,129.80","$94,020.35","$202,636.86","$15,348.88",28.49208333333333,50.24354838709677,57.74166666666667,70.76833333333333,32.72291666666667,57.2925,45.80416666666667,overcast clouds,light rain,sky is clear,scattered clouds,sky is clear,light rain,overcast clouds
Fun with Dick and Jane,110332737,Comedy,Jim Carrey,Téa Leoni,PG-13,2005-12-21,"$44,511.60","$314,783.87","$240,956.63","$170,837.23","$432,595.28","$932,348.67","$70,621.46",15.157083333333333,47.24666666666667,67.83208333333333,67.12791666666666,28.8025,56.943333333333335,47.99333333333333,sky is clear,overcast clouds,sky is clear,overcast clouds,sky is clear,few clouds,moderate rain
Furious 7,353007020,Action,Vin Diesel,Paul Walker,PG-13,2015-04-01,"$142,413.83","$1,007,143.64","$770,935.12","$546,589.74","$1,384,078.51","$2,983,027.84","$225,951.70",47.0525,72.38291666666667,67.25375,72.98666666666666,39.4116,80.55791666666667,46.62416666666667,few clouds,sky is clear,sky is clear,few clouds,light rain,few clouds,moderate rain
Game Night,69179066,Action,Jason Bateman,Rachel McAdams,R,2018-02-22,"$27,908.95","$197,370.74","$151,080.77","$107,115.63","$271,238.97","$584,586.33","$44,279.93",32.45291666666667,58.50413793103448,51.02125,77.20875,49.73384615384615,50.65625,33.29416666666667,overcast clouds,moderate rain,sky is clear,few clouds,light rain,broken clouds,overcast clouds
Gangs of New York,77812000,Crime,Leonardo DiCaprio,Cameron Diaz,R,2002-12-20,"$31,391.74","$222,000.86","$169,934.31","$120,482.71","$305,087.18","$657,537.53","$49,805.68",35.8212,53.132083333333334,51.749,74.88916666666667,50.6365306122449,46.59291666666667,45.861250000000005,overcast clouds,sky is clear,broken clouds,few clouds,overcast clouds,sky is clear,overcast clouds
Gangster Squad,46000903,Action,Sean Penn,Ryan Gosling,R,2013-01-09,"$18,558.17","$131,242.48","$100,461.77","$71,226.97","$180,361.46","$388,723.07","$29,444.12",39.11083333333333,63.81103448275862,57.44416666666667,77.37333333333333,42.06333333333333,53.2425,46.14333333333334,scattered clouds,mist,sky is clear,scattered clouds,sky is clear,scattered clouds,light rain
Get Carter,14967182,Action,Sylvester Stallone,Rachael Leigh Cook,R,2000-10-06,"$6,038.22","$42,701.99","$32,686.96","$23,174.92","$58,683.69","$126,477.71","$9,580.15",48.812916666666666,78.87291666666667,71.5575,80.83444444444443,64.52,84.72083333333333,53.83958333333334,overcast clouds,scattered clouds,sky is clear,broken clouds,mist,few clouds,sky is clear
Get Hard,90411453,Comedy,Will Ferrell,Kevin Hart,R,2015-03-26,"$36,474.75","$257,947.62","$197,450.36","$139,991.47","$354,487.43","$764,007.13","$57,870.30",37.278749999999995,65.34692307692308,75.55416666666666,78.48416666666667,46.975,75.46416666666666,55.29416666666666,overcast clouds,few clouds,sky is clear,scattered clouds,light rain,scattered clouds,moderate rain
Get Rich or Die Tryin',30985352,Biography,50 Cent,Joy Bryant,R,2005-11-09,"$12,499.03","$88,392.50","$67,661.53","$47,971.74","$121,474.39","$261,807.03","$19,830.77",56.762,76.12375,63.8904,76.99291666666666,53.4775,72.94833333333334,45.431666666666665,broken clouds,scattered clouds,broken clouds,few clouds,sky is clear,scattered clouds,overcast clouds
Ghost in the Shell,40563557,Action,Scarlett Johansson,Pilou Asbæk,PG-13,2017-03-29,"$16,364.58","$115,729.51","$88,587.11","$62,807.88","$159,042.58","$342,775.68","$25,963.80",39.696666666666665,74.45296296296296,69.48416666666667,77.18541666666667,48.19111111111111,69.89708333333333,49.12833333333333,broken clouds,overcast clouds,sky is clear,scattered clouds,moderate rain,scattered clouds,light rain
Gigli,6087542,Comedy,Ben Affleck,Jennifer Lopez,R,2003-08-01,"$2,448.31","$17,314.35","$13,253.56","$9,396.72","$23,794.44","$51,282.85","$3,884.46",76.95166666666667,83.06750000000001,76.02666666666666,82.06,73.66381818181819,88.84083333333332,64.97416666666668,scattered clouds,broken clouds,scattered clouds,scattered clouds,overcast clouds,scattered clouds,sky is clear
Going in Style,45018541,Comedy,Michael Caine,Alan Arkin,PG-13,2017-04-06,"$18,161.86","$128,439.76","$98,316.39","$69,705.90","$176,509.79","$380,421.79","$28,815.34",39.5758064516129,67.64125,68.05499999999999,82.11083333333333,44.328,72.76541666666667,49.779583333333335,light rain,sky is clear,sky is clear,broken clouds,sky is clear,broken clouds,light rain
Gone Baby Gone,20292962,Crime,Morgan Freeman,Ed Harris,R,2007-10-19,"$8,189.73","$57,917.36","$44,333.82","$31,432.49","$79,593.59","$171,543.66","$12,993.70",60.4775,76.35708333333334,72.7775,81.24560000000001,70.98653846153846,73.08666666666666,51.935,thunderstorm with light rain,broken clouds,sky is clear,few clouds,sky is clear,few clouds,light rain
Gone in 60 Seconds,101648571,Action,Nicolas Cage,Angelina Jolie,PG-13,2000-06-09,"$41,008.14","$290,007.58","$221,991.20","$157,390.83","$398,546.19","$858,964.55","$65,062.92",76.46166666666666,77.82958333333333,65.53750000000001,77.88291666666667,73.90041666666666,85.33125,54.7225,sky is clear,overcast clouds,sky is clear,light rain,overcast clouds,scattered clouds,scattered clouds
